



2019-03-11 09:22:30.569106 Retorno metodo isPago:False, documento:365879  None
2019-03-11 09:22:30.864949 Retorno metodo isPago:False, documento:364906  None
2019-03-11 09:22:31.174014 Retorno metodo isPago:False, documento:365871  None
2019-03-11 09:22:31.481764 Retorno metodo isPago:False, documento:365866  None
2019-03-11 09:22:31.790607 Retorno metodo isPago:False, documento:365873  None
2019-03-11 09:22:32.090529 Retorno metodo isPago:False, documento:365750  None
2019-03-11 09:22:32.401032 Retorno metodo isPago:False, documento:365854  None
2019-03-11 09:22:32.700547 Retorno metodo isPago:False, documento:364427  None
2019-03-11 09:22:33.009877 Retorno metodo isPago:False, documento:364442  None
2019-03-11 09:22:33.320444 Retorno metodo isPago:False, documento:366078  None
2019-03-11 09:22:33.622595 Retorno metodo isPago:False, documento:366073  None
2019-03-11 09:22:33.922661 Retorno metodo isPago:False, documento:365936  None
2019-03-11 09:22:34.219897 Retorno metodo isPago:False, documento:365961  None
2019-03-11 09:22:34.523564 Retorno metodo isPago:False, documento:365966  None
2019-03-11 09:22:34.825916 Retorno metodo isPago:False, documento:365815  None
2019-03-11 09:22:35.136891 Retorno metodo isPago:False, documento:365939  None
2019-03-11 09:22:35.448115 Retorno metodo isPago:False, documento:365941  None
2019-03-11 09:22:35.749434 Retorno metodo isPago:False, documento:364851  None
2019-03-11 09:22:36.061019 Retorno metodo isPago:False, documento:353511  None
2019-03-11 09:22:36.064206 Consulta Finalizada
2019-03-11 09:22:36.064232 Enviando email da consulta
2019-03-11 09:22:36.480786 Email enviado


2019-03-11 10:02:15.568169 Gerando consulta dos documentos do dia
2019-03-11 10:02:15.888516 Retorno metodo isPago:False, documento:368055  None
2019-03-11 10:02:16.197137 Retorno metodo isPago:False, documento:368221  None
2019-03-11 10:02:16.482716 Retorno metodo isPago:False, documento:368922  None
2019-03-11 10:02:16.781921 Retorno metodo isPago:False, documento:369307  None
2019-03-11 10:02:17.105421 Retorno metodo isPago:False, documento:366764  None
2019-03-11 10:02:17.414161 Retorno metodo isPago:False, documento:369262  None
2019-03-11 10:02:17.715086 Retorno metodo isPago:True, documento:368637  2019-03-08 00:00:00
2019-03-11 10:02:18.016082 Retorno metodo isPago:True, documento:368620  2019-03-08 00:00:00
2019-03-11 10:02:18.315561 Retorno metodo isPago:False, documento:368624  None
2019-03-11 10:02:18.624378 Retorno metodo isPago:False, documento:360516  None
2019-03-11 10:02:18.924669 Retorno metodo isPago:False, documento:368984  None
2019-03-11 10:02:19.236154 Retorno metodo isPago:False, documento:368480  None
2019-03-11 10:02:19.537318 Retorno metodo isPago:True, documento:366763  2019-03-08 00:00:00
2019-03-11 10:02:19.837089 Retorno metodo isPago:False, documento:368470  None
